id;user_id;role;created_at
d05c714d-edcc-4aae-8ac5-a850d04ddf7c;414d7f5d-15dc-454a-9096-91a31d0ddf55;admin;2026-02-05 13:56:26.569025+00
2b9c59b0-3242-4c99-b638-f5484512b4b4;5edbf1d6-aa07-41db-b521-58ea6814e5fd;admin;2026-02-05 14:22:45.874392+00
eb886fc8-9658-4823-b708-1df34d674a2a;305f2e9a-fec5-4e76-bf19-193a269e29b5;admin;2026-02-05 15:13:34.206401+00
b463b584-cd3b-4c65-a231-69006e1559ef;7cbd7da8-7d2d-490a-9d08-d54a6aaeb083;admin;2026-02-05 15:29:18.849265+00
