id;address;whatsapp_number;email;instagram_url;facebook_url;tiktok_url;google_maps_embed;business_hours;is_active;created_at;updated_at
35d80352-4d75-44ab-b559-26b222d018d0;"Shasi Beauty Care
Citra indah city, Bukit gladiola. 
Jl. Citra Indah No.15 Blok BA00, Sukamaju, 
Kec. Jonggol, Kabupaten Bogor, Jawa Barat 16830";6282123523139;;https://www.instagram.com/shasi.beautycare/?hl=en;;;https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d4666.570838045774!2d107.03981727567754!3d-6.455540093535944!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x2e6997be3d7e9a4f%3A0x5c0b9749e6a6e223!2sShasi%20Beauty%20Care!5e1!3m2!1sen!2sid!4v1770379457177!5m2!1sen!2sid;"{""Minggu"":""Tutup"",""Sabtu"":""09:00 - 17:00"",""Senin - Jumat"":""09:00 - 20:00""}";true;2026-02-06 01:17:29.881515+00;2026-02-06 12:11:52.634596+00
