id;transaction_id;item_type;service_id;product_id;doctor_id;therapist_id;quantity;unit_price;discount_amount;total_price;created_at
1bfb4111-431c-49b5-9936-4f8e4ec7317d;35673241-1f1b-4c59-a32b-ccdd617d0397;service;955b627f-dd33-4cd0-ae98-58935a24fd0c;;ea8110a5-d00f-4457-b80c-6f2efc9d5b2d;;1;250000;0;250000;2026-02-05 15:04:28.441277+00
478276e8-e0c7-40a9-b771-b2dc5f629ba7;5d487a94-3e67-44b4-98de-2c2e742bad1d;product;;c423bf41-87e7-418d-9814-84a745cee9d0;;;1;150000;0;150000;2026-02-05 15:10:22.497087+00
b2e778c9-205e-4b4a-a19c-8974d17f8fd9;5d487a94-3e67-44b4-98de-2c2e742bad1d;product;;d9365a64-42c2-488e-8f83-93879331e253;;;1;95000;0;95000;2026-02-05 15:10:22.497087+00
537f67a5-f673-4b59-ba76-2d1b933daaea;11111111-1111-1111-1111-111111111111;service;955b627f-dd33-4cd0-ae98-58935a24fd0c;;a60d52ee-5b92-4238-b421-3951ff6dd2fb;ea8110a5-d00f-4457-b80c-6f2efc9d5b2d;1;250000;0;250000;2026-02-05 15:16:51.771705+00
f7a31be2-e163-4d2a-83fb-e13ee31c4b4f;9c292a7b-e994-4280-8490-15f5c47d1433;service;955b627f-dd33-4cd0-ae98-58935a24fd0c;;a60d52ee-5b92-4238-b421-3951ff6dd2fb;ea8110a5-d00f-4457-b80c-6f2efc9d5b2d;1;250000;0;250000;2026-02-05 15:22:09.094717+00
929b4c54-692e-4858-b696-0d7e3d533979;6ff1ec64-650c-4220-9cd4-d7a442d2ab67;service;955b627f-dd33-4cd0-ae98-58935a24fd0c;;a60d52ee-5b92-4238-b421-3951ff6dd2fb;ea8110a5-d00f-4457-b80c-6f2efc9d5b2d;1;250000;0;250000;2026-02-05 15:45:18.698457+00
a34f2f56-b6f8-4cad-91ad-8ee5ae668f3b;a45ac8ff-ce07-402e-94d2-ab704fd8d503;service;e3c5757e-656b-4a71-95ff-40a5f0dd8ec5;;;;1;200000;0;200000;2026-02-11 03:03:35.704103+00
5716d967-5202-4af6-92d4-3997d41fda28;a45ac8ff-ce07-402e-94d2-ab704fd8d503;service;955b627f-dd33-4cd0-ae98-58935a24fd0c;;;;1;250000;0;250000;2026-02-11 03:03:35.704103+00
c759de23-2c7a-405c-af10-35380f5b1801;a45ac8ff-ce07-402e-94d2-ab704fd8d503;product;;c423bf41-87e7-418d-9814-84a745cee9d0;;;1;150000;0;150000;2026-02-11 03:03:35.704103+00
